,Unnamed: 0,user_id,session_id,timestamp,step,action_type,item_id,platform,city,device,current_filters,impressions,prices,action
236,236,11,11,1541040623,6,clickout item,37,US,"Panama City, Panama",tablet,,2603858|1765201|1844107|99445|99438|2219728|99439|3135583|2396864|99446|2527426|1572733|2529658|3842282|99448|8510198|3365566|1642853|2728330|2686097|2757598|489606|3176346|1258436|2277188,268|160|300|141|187|278|168|447|123|291|126|123|266|192|140|304|224|185|116|174|106|115|146|237|233,0.0
237,237,12,12,1541093334,1,clickout item,38,FR,"Amsterdam, Netherlands",mobile,,921237|147262|42194|9051714|42109|42125|3583264|100650|2524766|42102|147253|42198|107767|42134|82373|42313|100632|8435844|42309|42227|137704|8909410|2174748|100603|42089,117|104|82|130|204|140|147|75|104|149|69|61|104|83|72|131|43|170|98|83|146|80|81|108|359,0.0
238,238,12,12,1541093620,2,search for destination,39,FR,"Centre, USA",mobile,,,,
239,239,13,13,1541044445,1,interaction item rating,40,BR,"Parnaíba, Brazil",mobile,,,,1.0
240,240,13,13,1541044448,2,clickout item,40,BR,"Parnaíba, Brazil",mobile,,2035675|4095738|4933410|9167996,225|23|58|53,0.0
241,241,13,13,1541044519,3,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
242,242,13,13,1541044519,4,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
243,243,13,13,1541044529,5,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
244,244,13,13,1541044529,6,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
245,245,13,13,1541044529,7,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
246,246,13,13,1541044529,8,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
247,247,13,13,1541044539,9,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
248,248,13,13,1541044539,10,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
249,249,13,13,1541044539,11,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
250,250,13,13,1541044539,12,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
251,251,13,13,1541044539,13,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
252,252,13,13,1541044539,14,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
253,253,13,13,1541044539,15,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
254,254,13,13,1541044539,16,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
255,255,13,13,1541044539,17,interaction item image,40,BR,"Parnaíba, Brazil",mobile,,,,3.0
256,256,14,14,1541075782,1,search for destination,41,BR,"São Paulo, Brazil",desktop,,,,
257,257,14,14,1541075784,2,search for destination,41,BR,"São Paulo, Brazil",desktop,,,,
258,258,14,14,1541075804,3,change of sort order,28,BR,"São Paulo, Brazil",desktop,,,,
259,259,14,14,1541075812,4,search for item,42,BR,"São Paulo, Brazil",desktop,,,,5.0
260,260,14,14,1541075819,5,clickout item,42,BR,"São Paulo, Brazil",desktop,,104499|104710|104724|164677|960133|5816566|8740576|104938|1891457|104671|2454130|4343598|104771|397631|104986|479201|1501449|478216|104667|2627267|104599|522036|104770|104576|1689669,82|65|246|126|75|1004|35|75|64|175|43|80|159|79|466|98|71|86|80|83|78|48|56|71|41,0.0
261,261,14,14,1541076076,6,clickout item,42,BR,"São Paulo, Brazil",desktop,,104499|104710|104724|164677|960133|5816566|8740576|104938|1891457|104671|2454130|4343598|104771|397631|104986|479201|1501449|478216|104667|2627267|104599|522036|104770|104576|1689669,82|65|246|126|75|1004|35|75|64|175|43|80|159|79|466|98|71|86|80|83|78|48|56|71|41,0.0
262,262,15,15,1541094652,1,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
263,263,15,15,1541094652,2,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
264,264,15,15,1541094660,3,clickout item,43,BR,"Curitiba, Brazil",mobile,,9172186|6816668|4497388|1827505|2066390|2729196|106415|3241854|478026|4138580|1948335|478911|1911027|478731|477866|2078560|2849878|2717643|6299940|991495|3193788|2078488|479041|655676|2003215,11|26|24|20|20|22|19|10|22|26|18|24|24|28|25|15|15|16|40|23|22|20|21|35|43,0.0
265,265,15,15,1541094730,4,interaction item info,43,BR,"Curitiba, Brazil",mobile,,,,2.0
266,266,15,15,1541094740,5,interaction item rating,43,BR,"Curitiba, Brazil",mobile,,,,1.0
267,267,15,15,1541094750,6,interaction item info,43,BR,"Curitiba, Brazil",mobile,,,,2.0
268,268,15,15,1541094760,7,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
269,269,15,15,1541094760,8,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
270,270,15,15,1541094773,9,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
271,271,15,15,1541094773,10,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
272,272,15,15,1541094789,11,interaction item image,44,BR,"Curitiba, Brazil",mobile,,,,3.0
273,273,15,15,1541094789,12,interaction item image,44,BR,"Curitiba, Brazil",mobile,,,,3.0
274,274,15,15,1541094803,13,interaction item info,44,BR,"Curitiba, Brazil",mobile,,,,2.0
275,275,15,15,1541094823,14,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
276,276,15,15,1541094824,15,filter selection,45,BR,"Curitiba, Brazil",mobile,Free WiFi (Combined),,,
277,277,15,15,1541094833,16,interaction item image,43,BR,"Curitiba, Brazil",mobile,,,,3.0
278,278,16,16,1541041830,1,search for poi,46,HK,"Seoul, South Korea",desktop,,,,
279,279,16,16,1541041870,2,clickout item,47,HK,"Seoul, South Korea",desktop,,2802232|2733571|5477718|155374|155465|3549258|10091602|6508748|844336|4638538|3501450|390361|3501452|363046|2555968|5197174|4773608|3171165|3954788|6833196|5645106|475256|1627467|4871108|9033886,124|176|99|220|191|127|85|54|83|268|78|144|96|78|77|154|135|85|74|115|152|131|83|108|79,0.0
280,280,16,16,1541041882,3,interaction item deals,47,HK,"Seoul, South Korea",desktop,,,,4.0
281,281,16,16,1541044143,4,search for poi,48,HK,"Seoul, South Korea",desktop,,,,
282,282,16,16,1541044151,5,clickout item,47,HK,"Seoul, South Korea",desktop,,3549258|155465|155374|363046|3954788|4773608|3501452|10091602|2733571|5477718|6800422|2855981|3499270|3825178|6625240|6893402|5645106|1627467|4638538|9386776|3171165|4871108|2727688|6523164|2267026,135|189|219|78|74|135|95|85|176|99|108|83|87|30|87|101|143|83|268|122|85|108|102|86|30,0.0
283,283,16,16,1541044255,6,search for poi,48,HK,"Seoul, South Korea",desktop,,,,
284,284,16,16,1541044256,7,search for poi,49,HK,"Seoul, South Korea",desktop,,,,
285,285,16,16,1541044294,8,clickout item,50,HK,"Seoul, South Korea",desktop,,2736998|9386776|7016734|2867638|797516|5677278|3954788|475131|385916|5702366|2855981|1891895|363046|6625240|3549258|3126684|1394008|6893402|363061|155989|6800422|4773608|3499270|155465|3145303,249|122|110|81|81|42|74|109|62|91|83|104|78|87|135|67|59|101|223|110|108|135|87|189|72,0.0
286,286,16,16,1541044324,9,clickout item,50,HK,"Seoul, South Korea",desktop,,2736998|9386776|7016734|2867638|797516|5677278|3954788|475131|385916|5702366|2855981|1891895|363046|6625240|3549258|3126684|1394008|6893402|363061|155989|6800422|4773608|3499270|155465|3145303,249|122|110|81|81|42|74|109|62|91|83|104|78|87|135|67|59|101|223|110|108|135|87|189|72,0.0
287,287,16,16,1541044344,10,clickout item,51,HK,"Seoul, South Korea",desktop,,5109850|3505382|377811|155374|4849224|3501452|10091602|3367204|8143802|2733571|5477718|3136052|2267026|4638538|4454362|3825178|2727688|3899082|2738638|1627467|3171165|475206|3181886|475256|5645106,59|52|66|219|104|95|85|69|125|176|99|83|30|268|94|30|102|16|129|83|85|100|61|139|143,0.0
288,288,16,16,1541044430,11,search for item,52,HK,"Seoul, South Korea",desktop,,,,5.0
289,289,16,16,1541044437,12,interaction item deals,52,HK,"Seoul, South Korea",desktop,,,,4.0
290,290,16,16,1541044489,13,clickout item,47,HK,"Seoul, South Korea",desktop,,5109850|3505382|377811|155374|4849224|3501452|10091602|3367204|8143802|2733571|5477718|3136052|2267026|4638538|4454362|3825178|2727688|3899082|2738638|1627467|3171165|475206|3181886|475256|5645106,59|52|66|219|104|95|85|69|125|176|99|83|30|268|94|30|102|16|129|83|85|100|61|139|143,0.0
291,291,16,16,1541044551,14,search for item,47,HK,"Seoul, South Korea",desktop,,,,5.0
292,292,16,16,1541044555,15,interaction item deals,47,HK,"Seoul, South Korea",desktop,,,,4.0
293,293,16,16,1541044591,16,clickout item,53,HK,"Seoul, South Korea",desktop,,10091602|6625240|9386776|3954788|9776792|2802232|6893402|2855981|3501452|155374|155465|156621|363046|475101|1824477|2733571|2736998|3549258|4638538|5477718|8403088|8444298|7016734|1176048|4773608,85|87|122|74|79|123|101|83|95|219|189|254|78|93|112|176|249|135|268|99|190|145|110|93|135,0.0
294,294,17,17,1541103373,1,interaction item image,54,UK,"Solihull, United Kingdom",desktop,,,,3.0
295,295,17,17,1541103373,2,interaction item image,54,UK,"Solihull, United Kingdom",desktop,,,,3.0
296,296,17,17,1541103482,3,clickout item,55,UK,"Solihull, United Kingdom",desktop,,47767|959737|3191226|1362528|1950827|1504481|2303554|1838303|1504415|2282346|3187638|7854780,104|57|79|91|76|80|68|63|91|63|65|86,0.0
297,297,18,18,1541076394,1,clickout item,56,MX,"Veracruz Llave, Mexico",mobile,,43007|42365|42884|349051|489031|488961|1028438|3754668|1028442|9457620|1196746|3872766|42964|2038963|4018094|9603148|897983|9387652|2571851|2007837|4626178|349026|4174618|6869184|4012024,113|144|82|47|49|98|50|16|72|26|35|44|97|23|21|46|53|26|28|42|39|54|33|34|16,0.0
298,298,18,18,1541077874,2,interaction item image,57,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
299,299,18,18,1541077874,3,interaction item image,57,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
300,300,18,18,1541077876,4,clickout item,57,MX,"Veracruz Llave, Mexico",mobile,,42365|42407|42884|42964|43007|349026|349051|489031|489171|897983|1141358|1972393|2007837|2030759|2038963|2123168|2561280|2564964|2571851|2636158|2896408|3429300|3478178|3484132|3872766,141|69|82|107|122|54|53|60|39|58|60|39|42|67|31|31|58|15|28|24|22|50|20|35|51,0.0
301,301,18,18,1541078013,5,interaction item image,58,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
302,302,18,18,1541078013,6,interaction item image,58,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
303,303,18,18,1541078014,7,clickout item,58,MX,"Veracruz Llave, Mexico",mobile,,42365|42407|42884|42964|43007|349026|349051|489031|489171|897983|1141358|1972393|2007837|2030759|2038963|2123168|2561280|2564964|2571851|2636158|2896408|3429300|3478178|3484132|3872766,141|69|82|107|122|54|53|60|39|58|60|39|42|67|31|31|58|15|28|24|22|50|20|35|51,0.0
304,304,18,18,1541078119,8,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
305,305,18,18,1541078119,9,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
306,306,18,18,1541078120,10,clickout item,59,MX,"Veracruz Llave, Mexico",mobile,,42365|42407|42884|42964|43007|349026|349051|489031|489171|897983|1141358|1972393|2007837|2030759|2038963|2123168|2561280|2564964|2571851|2636158|2896408|3429300|3478178|3484132|3872766,141|69|82|107|122|54|53|60|39|58|60|39|42|67|31|31|58|15|28|24|22|50|20|35|51,0.0
307,307,18,18,1541078144,11,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
308,308,18,18,1541078144,12,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
309,309,18,18,1541078144,13,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
310,310,18,18,1541078144,14,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
311,311,18,18,1541078144,15,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
312,312,18,18,1541078144,16,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
313,313,18,18,1541078154,17,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
314,314,18,18,1541078154,18,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
315,315,18,18,1541078154,19,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
316,316,18,18,1541078154,20,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
317,317,18,18,1541078154,21,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
318,318,18,18,1541078154,22,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
319,319,18,18,1541078154,23,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
320,320,18,18,1541078154,24,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
321,321,18,18,1541078154,25,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
322,322,18,18,1541078154,26,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
323,323,18,18,1541078154,27,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
324,324,18,18,1541078160,28,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
325,325,18,18,1541078160,29,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
326,326,18,18,1541078160,30,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
327,327,18,18,1541078160,31,interaction item image,59,MX,"Veracruz Llave, Mexico",mobile,,,,3.0
328,328,18,18,1541078293,32,clickout item,60,MX,"Veracruz Llave, Mexico",mobile,,43007|42884|932627|3496252|488961|42365|43100|349051|741136|897983|127738|42964|8766024|2631244|1314827|2319440|2569442|9309368|373811|6696574|1815905|1772827|3484132|43141|1028442,106|82|88|93|92|149|81|48|84|62|53|97|116|90|81|73|50|54|34|28|240|53|35|173|72,0.0
329,329,19,19,1541046190,1,search for poi,61,HK,"Hong Kong, Hong Kong",desktop,,,,
330,330,19,19,1541046258,2,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
331,331,19,19,1541046258,3,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
332,332,19,19,1541046268,4,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
333,333,19,19,1541046268,5,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
334,334,19,19,1541046268,6,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
335,335,19,19,1541046268,7,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
336,336,19,19,1541046268,8,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
337,337,19,19,1541046268,9,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
338,338,19,19,1541046278,10,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
339,339,19,19,1541046278,11,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
340,340,19,19,1541046278,12,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
341,341,19,19,1541046278,13,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
342,342,19,19,1541046288,14,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
343,343,19,19,1541046288,15,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
344,344,19,19,1541046288,16,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
345,345,19,19,1541046288,17,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
346,346,19,19,1541046288,18,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
347,347,19,19,1541046288,19,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
348,348,19,19,1541046288,20,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
349,349,19,19,1541046298,21,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
350,350,19,19,1541046298,22,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
351,351,19,19,1541046298,23,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
352,352,19,19,1541046298,24,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
353,353,19,19,1541046298,25,interaction item image,62,HK,"Hong Kong, Hong Kong",desktop,,,,3.0
354,354,19,19,1541046298,26,interaction item info,62,HK,"Hong Kong, Hong Kong",desktop,,,,2.0
355,355,20,20,1541078037,1,filter selection,45,RU,"Yekaterinburg, Russia",desktop,Free WiFi (Combined),,,
356,356,20,20,1541078048,2,filter selection,63,RU,"Yekaterinburg, Russia",desktop,Free WiFi (Combined)|Breakfast Included,,,
357,357,20,20,1541078081,3,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
358,358,20,20,1541078081,4,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
359,359,20,20,1541078091,5,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
360,360,20,20,1541078091,6,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
361,361,20,20,1541078091,7,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
362,362,20,20,1541078091,8,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
363,363,20,20,1541078166,9,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
364,364,20,20,1541078166,10,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
365,365,20,20,1541078166,11,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
366,366,20,20,1541078176,12,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
367,367,20,20,1541078176,13,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
368,368,20,20,1541078176,14,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
369,369,20,20,1541078176,15,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
370,370,20,20,1541078176,16,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
371,371,20,20,1541078176,17,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
372,372,20,20,1541078176,18,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
373,373,20,20,1541078176,19,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
374,374,20,20,1541078176,20,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
375,375,20,20,1541078176,21,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
376,376,20,20,1541078176,22,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
377,377,20,20,1541078186,23,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
378,378,20,20,1541078186,24,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
379,379,20,20,1541078186,25,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
380,380,20,20,1541078186,26,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
381,381,20,20,1541078196,27,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
382,382,20,20,1541078196,28,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
383,383,20,20,1541078196,29,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
384,384,20,20,1541078196,30,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
385,385,20,20,1541078206,31,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
386,386,20,20,1541078206,32,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
387,387,20,20,1541078222,33,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
388,388,20,20,1541078222,34,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
389,389,20,20,1541078222,35,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
390,390,20,20,1541078232,36,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
391,391,20,20,1541078232,37,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
392,392,20,20,1541078232,38,interaction item image,64,RU,"Yekaterinburg, Russia",desktop,,,,3.0
393,393,20,20,1541078242,39,interaction item rating,64,RU,"Yekaterinburg, Russia",desktop,,,,1.0
394,394,20,20,1541078336,40,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
395,395,20,20,1541078336,41,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
396,396,20,20,1541078346,42,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
397,397,20,20,1541078346,43,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
398,398,20,20,1541078346,44,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
399,399,20,20,1541078346,45,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
400,400,20,20,1541078346,46,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
401,401,20,20,1541078346,47,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
402,402,20,20,1541078346,48,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
403,403,20,20,1541078346,49,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
404,404,20,20,1541078346,50,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
405,405,20,20,1541078346,51,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
406,406,20,20,1541078356,52,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
407,407,20,20,1541078356,53,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
408,408,20,20,1541078356,54,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
409,409,20,20,1541078356,55,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
410,410,20,20,1541078356,56,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
411,411,20,20,1541078356,57,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
412,412,20,20,1541078356,58,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
413,413,20,20,1541078356,59,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
414,414,20,20,1541078356,60,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
415,415,20,20,1541078356,61,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
416,416,20,20,1541078356,62,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
417,417,20,20,1541078366,63,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
418,418,20,20,1541078366,64,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
419,419,20,20,1541078366,65,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
420,420,20,20,1541078366,66,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
421,421,20,20,1541078366,67,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
422,422,20,20,1541078366,68,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
423,423,20,20,1541078366,69,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
424,424,20,20,1541078366,70,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
425,425,20,20,1541078366,71,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
426,426,20,20,1541078366,72,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
427,427,20,20,1541078366,73,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
428,428,20,20,1541078376,74,interaction item rating,65,RU,"Yekaterinburg, Russia",desktop,,,,1.0
429,429,20,20,1541078403,75,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
430,430,20,20,1541078403,76,interaction item image,65,RU,"Yekaterinburg, Russia",desktop,,,,3.0
431,431,20,20,1541078413,77,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
432,432,20,20,1541078413,78,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
433,433,20,20,1541078413,79,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
434,434,20,20,1541078413,80,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
435,435,20,20,1541078413,81,interaction item info,66,RU,"Yekaterinburg, Russia",desktop,,,,2.0
436,436,20,20,1541078423,82,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
437,437,20,20,1541078423,83,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
438,438,20,20,1541078423,84,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
439,439,20,20,1541078423,85,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
440,440,20,20,1541078423,86,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
441,441,20,20,1541078423,87,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
442,442,20,20,1541078423,88,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
443,443,20,20,1541078423,89,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
444,444,20,20,1541078433,90,interaction item rating,66,RU,"Yekaterinburg, Russia",desktop,,,,1.0
445,445,20,20,1541078452,91,clickout item,66,RU,"Yekaterinburg, Russia",desktop,Free WiFi (Combined)|Breakfast Included,1045290|3135752|1372961|1369024|3384308|1371070|1191128|320366|2589366|1373129|1091180|3404929|5813690|939106|940286|3183138|1370286|384511|5127144|2740100|939964|1327476|3961622|939114|1370246,44|87|30|62|73|59|85|43|68|31|35|48|59|56|42|116|29|79|38|42|28|47|28|50|67,0.0
446,446,20,20,1541078493,92,clickout item,66,RU,"Yekaterinburg, Russia",desktop,Free WiFi (Combined)|Breakfast Included,1045290|3135752|1372961|1369024|3384308|1371070|1191128|320366|2589366|1373129|1091180|3404929|5813690|939106|940286|3183138|1370286|384511|5127144|2740100|939964|1327476|3961622|939114|1370246,44|87|30|62|73|59|85|43|68|31|35|48|59|56|42|116|29|79|38|42|28|47|28|50|67,0.0
447,447,20,20,1541078505,93,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
448,448,20,20,1541078505,94,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
449,449,20,20,1541078505,95,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
450,450,20,20,1541078505,96,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
451,451,20,20,1541078505,97,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
452,452,20,20,1541078505,98,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
453,453,20,20,1541078505,99,interaction item image,66,RU,"Yekaterinburg, Russia",desktop,,,,3.0
454,454,20,20,1541078515,100,interaction item rating,66,RU,"Yekaterinburg, Russia",desktop,,,,1.0
455,455,20,20,1541079068,101,interaction item image,67,RU,"Yekaterinburg, Russia",desktop,,,,3.0
